latitude,longitude,altitude,geometry,Meter_Number,Identifier,Location,Area_Ref,Number_of_Paid_Parking_Spaces_,Hours_of_operation,Days_of_operation,Hourly_Tarrif,Restrictions
53.27870745815534,-6.1251443075995065,0,Point,494,M494,Marlbrough Road,Glenageary,19,0800 - 1900,Monday to Friday,1,
53.280321072650466,-6.123454524036743,0,Point,496,M496,Marlbrough Road,Glenageary,31,0800 - 1900,Monday to Friday,1,
53.282761584280294,-6.1295646074218455,0,Point,191,M191,Silchester Road,Glenageary,16,0800 - 1900,Monday to Friday,1,
53.28345907001135,-6.131934255853308,0,Point,193,M193,Silchester Road,Glenageary,34,0800 - 1900,Monday to Friday,1,
53.28137555975859,-6.126579195881022,0,Point,491,M491,Silchester Road,Glenageary,52,0800 - 1900,Monday to Friday,1,
53.27970015405361,-6.1185178081885505,0,Point,499,M499,St. Catherine's Road,Glenageary,42,0800 - 1800,Monday to Friday,1,
53.28153203353585,-6.124427629765297,0,Point,497,M497,Station Road,Glenageary,34,0800 - 1900,Monday to Friday,1,
53.280740315102584,-6.121969246307142,0,Point,498,M498,Station Road,Glenageary,13,0800 - 1900,Monday to Friday,1,
53.27958183926811,-6.164273053098365,0,Point,880,M880,Deansgrange Road,Deansgrange,9,0800 - 1900,Monday to Saturday,1,
53.278139675563125,-6.163419200556087,0,Point,881,M881,Clonkeen Road,Deansgrange,7,0800 - 1900,Monday to Saturday,1.5,
53.296596916895446,-6.1660678573944105,0,Point,833,M833,Alma Road (14),Seapoint,35,0800 - 1900,Monday to Friday,1,
53.29759649064505,-6.165974734063298,0,Point,834,M834,Alma Road (3),Seapoint,36,0800 - 1900,Monday to Friday,1,
53.297955670310806,-6.164027282124792,0,Point,110,M110,Belgrave Road (Avalon Hse.),Seapoint,48,0800 - 1900,Monday to Friday,1,
53.29559899724421,-6.162997556392588,0,Point,107,M107,Belgrave Sqaure (West),Seapoint,25,0800 - 1900,Monday to Friday,1,
53.29556768106517,-6.1612364142038265,0,Point,827,M827,Belgrave Square (Jct South/East),Seapoint,82,0800 - 1900,Monday to Friday,1,
53.296592299411216,-6.1630263414589725,0,Point,111,M111,Belgrave Terrace (3),Seapoint,15,0800 - 1900,Monday to Friday,1,
53.29813834983511,-6.160432839264944,0,Point,840,M840,Brighton Vale,Seapoint,17,0800 - 1900,Monday to Friday,1,
53.29566630537251,-6.164388830146386,0,Point,831,M831,Eaton Square (Jct South/East),Seapoint,25,0800 - 1900,Monday to Friday,1,
53.29674092560234,-6.1643069395574335,0,Point,108,M108,Eaton Square (opp. Scoil Lorcain),Seapoint,9,0800 - 1900,Monday to Friday,1,
53.29524266992291,-6.165757674417394,0,Point,832,M832,Montpellier Parade,Seapoint,25,0800 - 1900,Monday to Friday,1,
53.29581133266148,-6.159589211392863,0,Point,105,M105,Seafield Avenue,Seapoint,23,0800 - 1900,Monday to Friday,1,
53.298599003548524,-6.168271407268144,0,Point,838,M838,Seapoint Avenue,Seapoint,17,0800 - 1900,Monday to Friday,1,
53.296982447352335,-6.168940111664244,0,Point,32,M32,Temple Crescent (8),Seapoint,20,0800 - 1900,Monday to Friday,1,
53.297401400760315,-6.169797448475545,0,Point,149,M149,Temple Park Avenue (30),Seapoint,11,0800 - 1900,Monday to Friday,1,
53.29817437069316,-6.1677811875297515,0,Point,147,M147,Temple Park Avenue (Jct Temple Cres.),Seapoint,16,0800 - 1900,Monday to Friday,1,
53.29741831580872,-6.161069808252717,0,Point,841,M841,Trafalgar Terrace,Seapoint,35,0800 - 1900,Monday to Friday,1,
53.26928210794018,-6.212164483379621,0,Point,271,M271,Mount Eagle Lawn,Leopardstown Heights,4,0800 - 1900,Monday to Saturday,1,
53.292384517002176,-6.272049899509031,0,Point,277,M277,Nutgrove Avenue,Nutgrove Avenue,17,0800 - 1900,Monday to Saturday,1,
53.2952509840263,-6.15743968748443,0,Point,104,M104,Albany Avenue,Monkstown,17,0800 - 1900,Monday to Friday,1.5,
53.29488476291492,-6.156518327608923,0,Point,103,M103,Brighton Avenue,Monkstown,25,0800 - 1900,Monday to Friday,1.5,
53.292815042828146,-6.152084805131404,0,Point,99,M99,Carrickbrennan Road,Monkstown,76,0800 - 1900,Monday to Friday,1.5,
53.2909342992486,-6.151081690857142,0,Point,182,M182,Carrickbrennan Road,Monkstown,22,0800 - 1900,Monday to Friday,1.5,
53.29060620811097,-6.151390816158976,0,Point,183,M183,Carrickbrennan Road,Monkstown,22,0800 - 1900,Monday to Friday,1.5,
53.29265032867862,-6.152099933953044,0,Point,815,M815,Carrickbrennan Road,Monkstown,6,0800 - 1900,Monday to Friday,1.5,
53.29338524849823,-6.153681763288825,0,Point,813,M813,Carrickbrennan Road (Post Office),Monkstown,21,0800 - 1900,Monday to Friday,1.5,
53.294380774905896,-6.153724309310816,0,Point,812,M812,Clifton Avenue,Monkstown,11,0800 - 1900,Monday to Friday,1.5,
53.2949034467064,-6.154137568358432,0,Point,102,M102,Clifton Terrace,Monkstown,17,0800 - 1900,Monday to Friday,1.5,
53.29445107649088,-6.145450001026706,0,Point,822,M822,De Vesci Terrace,Monkstown,22,0800 - 1900,Monday to Friday,1.5,
53.29508333018207,-6.146147208183338,0,Point,800,M800,Dun Leary Hill (bus stop to DL),Monkstown,21,0800 - 1900,Monday to Friday,1.5,
53.294969014591295,-6.145749841999664,0,Point,801,M801,Dun Leary Hill (Ramp to De Vesci Tce),Monkstown,20,0800 - 1900,Monday to Friday,1.5,
53.29412105469566,-6.15159953823878,0,Point,809,M809,Link Road,Monkstown,16,0800 - 1900,Monday to Friday,1.5,
53.2946155193828,-6.147741346191527,0,Point,88,M88,Longford Place (De Vesci House),Monkstown,19,0800 - 1900,Monday to Friday,1.5,
53.2942338610972,-6.148477982481628,0,Point,804,M804,Longford Place (Side to Dublin),Monkstown,21,0800 - 1900,Monday to Friday,1.5,
53.29468654573733,-6.152681863774408,0,Point,94,M94,Longford Terrace,Monkstown,11,0800 - 1900,Monday to Friday,1.5,
53.29459250692476,-6.150326396924431,0,Point,805,M805,Longford Terrace,Monkstown,44,0800 - 1900,Monday to Friday,1.5,
53.2942842723439,-6.149271134182994,0,Point,808,M808,Longford Terrace,Monkstown,14,0800 - 1900,Monday to Friday,1.5,
53.295017130258024,-6.147323914350837,0,Point,802,M802,Opp. The Purty Kitchen,Monkstown,11,0800 - 1900,Monday to Friday,1.5,
53.29290141011266,-6.1498022742710114,0,Point,161,M161,Pakenham Road,Monkstown,18,0800 - 1900,Monday to Friday,1.5,
53.29155826803896,-6.152726484611415,0,Point,818,M818,Richmond Hill,Monkstown,23,0800 - 1900,Monday to Friday,1,
53.294983677380124,-6.152060871578924,0,Point,319,M319,Salthill/Monkstown Car Park,Monkstown,48,0800 - 1900,Monday to Friday,1.2,
53.29516648116001,-6.152663217534033,0,Point,320,M320,Salthill/Monkstown Car Park,Monkstown,49,0800 - 1900,Monday to Friday,1.2,
53.293454295381146,-6.146624074267361,0,Point,821,M821,Sloperton,Monkstown,13,0800 - 1900,Monday to Friday,1.5,
53.29369610659883,-6.150879754102294,0,Point,807,M807,The Crescent,Monkstown,24,0800 - 1900,Monday to Friday,1.5,
53.293914434708604,-6.152628814569673,0,Point,810,M810,The Crescent,Monkstown,10,0800 - 1900,Monday to Friday,1.5,
53.29396894779182,-6.149826804431824,0,Point,806,M806,The Crescent (25),Monkstown,7,0800 - 1900,Monday to Friday,1.5,
53.29380787947109,-6.152740130053711,0,Point,811,M811,The Crescent (Church Of Ire.),Monkstown,16,0800 - 1900,Monday to Friday,1.5,
53.295570210320626,-6.150489081838856,0,Point,324,M324,The Gut Car Park,Monkstown,53,0800 - 1900,Monday to Friday,1.2,
53.29259863385522,-6.149168014203865,0,Point,162,M162,The Hill,Monkstown,13,0800 - 1900,Monday to Friday,1.5,
53.29627620378668,-6.1479599766347315,0,Point,323,M323,West Pier Car Park,Monkstown,53,0800 - 1900,Monday to Friday,1.2,
53.273395754404696,-6.207980880264968,0,Point,85,M85,Arena Road,Sandyford IE,12,0800 - 1900,Monday to Friday,1,
53.274478990512016,-6.207115140875741,0,Point,87,M87,Arena Road,Sandyford IE,17,0800 - 1900,Monday to Friday,1,
53.27785815630932,-6.208914069315483,0,Point,217,M217,Arkle Road,Sandyford IE,12,0800 - 1900,Monday - Friday,1,
53.277289415814195,-6.209448187457315,0,Point,218,M218,Arkle Road,Sandyford IE,9,0800 - 1900,Monday - Friday,1,
53.27867859097356,-6.210585290297578,0,Point,219,M219,Ballymoss Road,Sandyford IE,11,0800 - 1900,Monday - Friday,1,
53.27797126444724,-6.211250351356851,0,Point,671,M671,Ballymoss Road,Sandyford IE,17,0800 - 1900,Monday - Friday,1,
53.274968600909915,-6.217138115889697,0,Point,666,M666,Bracken Road,Sandyford IE,18,0800 - 1900,Monday - Friday,1,
53.27509351594173,-6.205913732690149,0,Point,659,M659,Burton Hall Avenue,Sandyford IE,10,0800 - 1900,Monday - Friday,1,
53.27629595763839,-6.208708714769751,0,Point,260,M260,Carmanhall Road,Sandyford IE,20,0800 - 1900,Monday to Friday,1,
53.274256378946134,-6.215660172397566,0,Point,664,M664,Furze Road,Sandyford IE,23,0800 - 1900,Monday - Friday,1,
53.273395937108205,-6.216140022508417,0,Point,665,M665,Furze Road,Sandyford IE,20,0800 - 1900,Monday - Friday,1,
53.272188192573424,-6.213796512593216,0,Point,224,M224,Heather Road,Sandyford IE,23,0800 - 1900,Monday - Friday,1,
53.27405174621155,-6.213187434100188,0,Point,662,M662,Heather Road,Sandyford IE,18,0800 - 1900,Monday - Friday,1,
53.28071055731863,-6.218110272667112,0,Point,236,M236,Holly Avenue,Sandyford IE,13,0800 - 1900,Monday - Friday,1,
53.276234492915826,-6.2112929415574705,0,Point,669,M669,Raven Rock Road,Sandyford IE,17,0800 - 1900,Monday - Friday,1,
53.277966530958714,-6.2195710238703725,0,Point,232,M232,Rowan Avenue,Sandyford IE,7,0800 - 1900,Monday - Friday,1,
53.279260364759736,-6.219918785256989,0,Point,233,M233,Spruce Road,Sandyford IE,32,0800 - 1900,Monday - Friday,1,
53.2759139095644,-6.213263897849034,0,Point,668,M668,Tree Rock Road,Sandyford IE,27,0800 - 1900,Monday - Friday,1,
53.27377982984512,-6.218000671411378,0,Point,231,M231,Bracken Road,Sandyford IE,18,0800 - 1900,Monday - Friday,1,
53.28800504837761,-6.195575733850583,0,Point,950,M950,The Hill,Stillorgan Road,13,0800 - 1900,Monday to Saturday,1.5,
53.28821472013012,-6.1965907109839815,0,Point,951,M951,The Hill,Stillorgan Road,6,0800 - 1900,Monday to Saturday,1.5,
53.31056242282357,-6.219076422669682,0,Point,900,M900,"Stillorgan Road, at Montrose Hotel",Stillorgan Road,12,0800 - 1900,Monday to Saturday,1,
53.30983501969421,-6.2175603862905575,0,Point,901,M901,"Stillorgan Road, at Montrose Hotel",Stillorgan Road,24,0800 - 1900,Monday to Saturday,1,
53.30865352288574,-6.215675539396879,0,Point,902,M902,"Stillorgan Road, at Montrose Hotel",Stillorgan Road,28,0800 - 1900,Monday to Saturday,1,
53.30750074308211,-6.213751008828184,0,Point,903,M903,"Stillorgan Road, at Montrose Hotel",Stillorgan Road,28,0800 - 1900,Monday to Saturday,1,
53.30045815541954,-6.218073354496212,0,Point,940,M940,Owenstown Park,Owenstown Park,9,0800 - 1900,Monday to Friday,1,
53.3007944682329,-6.263878333883032,0,Point,627,M627,Braemor Road 117A-125A,Braemor Road,15,0800 - 1900,Monday to Saturda,1,
53.298378358224326,-6.182390300346542,0,Point,531,M531,Sydney Avenue Jct. Avoca Place,Blackrock,23,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.298123062650156,-6.180645891572381,0,Point,172,M172,Angleasea Avenue,Blackrock,33,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.29853917278815,-6.174687626611662,0,Point,140,M140,Barclay Court,Blackrock,26,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.3022833831232,-6.1776528871564,0,Point,310,M310,Bath Place Car Park,Blackrock,23,0800 - 1900,Monday to Saturday,1.2,Max stay 3 Hours
53.30311728895064,-6.184424024420924,0,Point,156,M156,Ben Inagh Park,Blackrock,13,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.302597563831036,-6.178873968107641,0,Point,300,M300,Blackrock Dart Station Car Park,Blackrock,26,0800 - 1900,Monday to Saturday,1.2,Max Charge €6
53.30259575729476,-6.178863910742036,0,Point,301,M301,Blackrock Dart Station Car Park,Blackrock,36,0800 - 1900,Monday to Saturday,1.2,Max Charge €6
53.29736715603676,-6.180408418017271,0,Point,145,M145,Brookfield Avenue,Blackrock,14,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.297151427918685,-6.178825127793523,0,Point,518,M518,Brookfield Terrace,Blackrock,11,0800 - 1900,Monday to Friday,1,Max Charge €5
53.29575464780091,-6.178756697230082,0,Point,519,M519,Brookfield Terrace,Blackrock,28,0800 - 1900,Monday to Friday,1,Max Stay 3 Hours
53.29887033977608,-6.1799997742898976,0,Point,515,M515,Carysfort Avenue,Blackrock,30,0800 - 1900,Monday to Friday,1,Max Charge €5
53.30052526935733,-6.178217758483598,0,Point,513,M513,Carysfort Avenue,Blackrock,4,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.30069542723208,-6.1774630411871865,0,Point,514,M514,Carysfort Avenue,Blackrock,4,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.29744691261852,-6.182081747348041,0,Point,146,M146,Convent Road (64),Blackrock,13,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.298452788743866,-6.172234726586315,0,Point,530,M530,Craigmore Gardens,Blackrock,5,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.30088206608003,-6.189217812513933,0,Point,157,M157,Cross Avenue,Blackrock,14,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.301623358947445,-6.191401168045633,0,Point,261,M261,Cross Avenue,Blackrock,8,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.301984340107225,-6.192772748786335,0,Point,262,M262,Cross Avenue,Blackrock,31,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.302582685813995,-6.19568652294511,0,Point,263,M263,Cross Avenue,Blackrock,14,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.30307412588135,-6.197356696745556,0,Point,264,M264,Cross Avenue,Blackrock,13,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.30006880352291,-6.183574567346242,0,Point,533,M533,Frascati Park (41),Blackrock,13,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.301293903185396,-6.184042816697222,0,Point,151,M151,Frascati Park (Beside Church),Blackrock,24,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.29996668070946,-6.181154927580894,0,Point,532,M532,George's Avenue (68A),Blackrock,31,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.30133069150501,-6.178989327981767,0,Point,511,M511,George's Avenue (HSE),Blackrock,5,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.30089618975795,-6.179120665596842,0,Point,512,M512,George's Place,Blackrock,5,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.300706504922296,-6.178846291064055,0,Point,308,M308,George's Place Car Park,Blackrock,20,0800 - 1900,Monday to Saturday,1.2,Max Charge €6
53.30034765446604,-6.178812793100167,0,Point,309,M309,George's Place Car Park,Blackrock,27,0800 - 1900,Monday to Saturday,1.2,Max Charge €6
53.29799523032217,-6.185951381261714,0,Point,121,M121,Green Road (26/28),Blackrock,43,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.298793011654475,-6.183938084118474,0,Point,152,M152,Green Road (Jct Sydney Ave),Blackrock,10,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.30212454969395,-6.17672777704858,0,Point,508,M508,Idrone Terrace,Blackrock,51,0800 - 1900,Monday to Saturday,1.5,Max Charge €10
53.301258955964634,-6.17435071094929,0,Point,509,M509,Idrone Terrace,Blackrock,29,0800 - 1900,Monday to Saturday,1.5,Max Charge €10
53.30080263721623,-6.176125146262839,0,Point,501,M501,Main Street,Blackrock,14,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.30126413515423,-6.1771926380821895,0,Point,503,M503,Main Street,Blackrock,10,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.30094788467287,-6.176288482698236,0,Point,504,M504,Main Street,Blackrock,18,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.300472202752395,-6.1749045184929665,0,Point,510,M510,Main Street (Jct Idrone Tce),Blackrock,4,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.29992000357434,-6.169940785185263,0,Point,526,M526,Maretimo Gardens East,Blackrock,21,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.30166455092914,-6.185541984168452,0,Point,178,M178,Mount Merrion Avenue,Blackrock,17,0800 - 1900,Monday to Saturday,1,Max stay 3 Hours
53.301328037930524,-6.186787966967417,0,Point,247,M247,Mount Merrion Avenue,Blackrock,7,0800 - 1900,Monday to Saturday,1,Max stay 3 Hours
53.30048609292326,-6.189368280514166,0,Point,248,M248,Mount Merrion Avenue,Blackrock,2,0800 - 1900,Monday to Saturday,1,Max stay 3 Hours
53.30179036447728,-6.184612479555965,0,Point,155,M155,Mount Merrion Avenue,Blackrock,8,0800 - 1900,Monday to Saturday,1,Max stay 3 Hours
53.301014025886325,-6.187520391969288,0,Point,158,M158,Mount Merrion Avenue,Blackrock,8,0800 - 1900,Monday to Saturday,1,Max stay 3 Hours
53.2992716070488,-6.1702633446183235,0,Point,527,M527,Newtown Avenue (Blkrock Hse.),Blackrock,18,0800 - 1900,Monday to Saturday,1.5,Max Charge €10
53.29984392046358,-6.172309943946229,0,Point,529,M529,Newtown Avenue ,Blackrock,14,0800 - 1900,Monday to Saturday,1.5,Max Charge €10
53.30015411977575,-6.173846277229174,0,Point,528,M528,Newtown Avenue (Junction Maretimo Gds. East),Blackrock,18,0800 - 1900,Monday to Saturday,1.5,Max Charge €10
53.29669039510671,-6.180465732206584,0,Point,141,M141,Prince Edward Terrace,Blackrock,11,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.301912499829434,-6.178477666614398,0,Point,506,M506,Rock Hill,Blackrock,3,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.30237946742026,-6.17972099265152,0,Point,507,M507,Rock Hill,Blackrock,13,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.29743977689885,-6.177840792551899,0,Point,521,M521,Sweetmans Avenue (Jct Brookfield Ave),Blackrock,18,0800 - 1900,Monday to Friday,1,Max Charge €5
53.29910186078896,-6.177676912837449,0,Point,143,M143,Sweetmans Avenue (opp. 56),Blackrock,10,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.2996110444036,-6.184847148721391,0,Point,153,M153,Sydney Avenue (28),Blackrock,12,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.300460143063916,-6.185211335507304,0,Point,540,M540,Sydney Avenue (42),Blackrock,21,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.298001416318186,-6.184203944258115,0,Point,159,M159,Sydney Terrace (6),Blackrock,17,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.30008221748187,-6.175849619473729,0,Point,502,M502,Temple Road,Blackrock,26,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.300412772695175,-6.176633084680856,0,Point,505,M505,Sweetmans Avenue (Temple Road Jct),Blackrock,5,0800 - 1900,Monday to Saturday,1.5,Max stay 3 Hours
53.299770283675905,-6.175056711933039,0,Point,307,M307,Temple Road Car Park,Blackrock,31,0800 - 1900,Monday to Saturday,1.2,Max Charge €6
53.29934297883453,-6.189335164893628,0,Point,131,M131,Waltham Terrace,Blackrock,31,0800 - 1900,Monday to Friday,1,Max stay 3 Hours
53.30451268590714,-6.186477477830099,0,Point,322,M322,Blackrock Park Car Park,Blackrock,16,0800 - 1900,Monday to Friday,1.2,Max stay 3 hours
53.29636867589392,-6.178166224725143,0,Point,520,M520,Brookfield Place,Blackrock,62,0800 - 1900,Monday to Friday,1,Max Stay 3 hours
