latitude,longitude,altitude,geometry,coordinates,ED_ENGLISH,COUNTY,PROVINCE,GUID_,CSOED_3409,OSIED_3441
,,,Polygon,"-6.180252198764684,53.291431444608826,-6.17927659973944,53.291416840755694,-6.177946237432289,53.29141391998507,-6.177873067505396,53.29139931613194,-6.176595919690532,53.291403697287876,-6.175589278878121,53.291438746535384,-6.1755138916807155,53.291278104150976,-6.175480632623037,53.291200703729395,-6.175445156294846,53.29112622407845,-6.175416331778191,53.29106926905124,-6.17539194180256,53.291012314024044,-6.175367551826929,53.29096558169403,-6.175358682744881,53.290936373987776,-6.175218994702631,53.2906194703749,-6.175181301103928,53.290531847256126,-6.175167997480856,53.29050263954987,-6.175139172964202,53.290441303366734,-6.175121434800106,53.29039749180735,-6.175092610283452,53.290333234853584,-6.175085958471915,53.29031717061515,-6.17506822030782,53.2902777402117,-6.175041613061677,53.29022224556981,-6.1750260921680935,53.2901871963223,-6.175019440356558,53.29016821131324,-6.175012788545022,53.290150686689486,-6.174992833110415,53.29011125628604,-6.17497509494632,53.29007182588259,-6.174959574052736,53.29003385586446,-6.174913011371986,53.2899360100485,-6.174904142289938,53.2899126438835,-6.174888621396355,53.289880515406615,-6.174875317773283,53.289852768085666,-6.1748597968797,53.28981479806754,-6.17484871052714,53.28978266959066,-6.174824320551509,53.28972133340751,-6.174817668739974,53.2897081899397,-6.174799930575878,53.289664378380316,-6.1747511506246155,53.289677521848134,-6.174717891566937,53.28969358608657,-6.174649156181068,53.28973009571939,-6.174584855336222,53.2897651449669,-6.174544944467008,53.28978412997596,-6.174509468138817,53.28980165459972,-6.174403039154245,53.28985568885629,-6.174301044710696,53.28990826272756,-6.174232309324827,53.28994477236038,-6.1740504931428495,53.29003969740571,-6.174301044710696,53.28981771883816,-6.174356476473495,53.28974762034315,-6.174405256424757,53.28968920493063,-6.174469557269602,53.28962640836218,-6.17453607538496,53.289528562546224,-6.174799930575878,53.28914010005302,-6.175258905571845,53.28846686242381,-6.17556488890249,53.28801268259152,-6.175766660519074,53.28771914514365,-6.17593517307798,53.28747234002578,-6.176032732980504,53.287326301494495,-6.1764030171559945,53.28679764201126,-6.176496142517495,53.28666036579185,-6.1766136578546265,53.286485119554314,-6.176702348675104,53.2863580660321,-6.176886382127592,53.28607913243736,-6.177026070169844,53.28588052003481,-6.177136933695439,53.28570089264134,-6.177170192753119,53.2856512395407,-6.1774828278952985,53.28473265717894,-6.177560432363216,53.284431817804496,-6.177682382241371,53.28412513688881,-6.177706772217002,53.28409592918255,-6.177733379463145,53.28406672147629,-6.177764421250312,53.284040434540664,-6.177793245766967,53.28401998914629,-6.1778664156938605,53.28396303411908,-6.177952889243826,53.28389877716532,-6.178090360015564,53.283793629422796,-6.178114749991195,53.28377464441373,-6.178205658082184,53.2837030855334,-6.178307652525732,53.28362422472651,-6.178427385133376,53.28353368083712,-6.178582594069209,53.28341392924147,-6.178720064840949,53.28330586072832,-6.178908532834462,53.28316274296766,-6.1789883545728905,53.2830984860139,-6.1792433406817615,53.28290279438198,-6.1795182822252395,53.282692498896935,-6.179775485604622,53.28249680726502,-6.180019385360932,53.28231133833029,-6.180263285117244,53.28212879016619,-6.180462839463316,53.28197544970834,-6.180748867359354,53.28175931268205,-6.180968377140033,53.281595749527014,-6.181123586075867,53.281478918701985,-6.181369703102691,53.2812978309232,-6.1816158201295135,53.28110652044722,-6.181884109861455,53.28090060611811,-6.182012711551146,53.28080276030215,-6.182312043070255,53.280574940193354,-6.182593636425269,53.28036464470831,-6.182795408041853,53.28021422502109,-6.182897402485402,53.28013244344357,-6.182970572412295,53.280078409187,-6.183314249341643,53.27982138137194,-6.183589190885121,53.27960670473096,-6.1837776588786335,53.27946212658499,-6.1841146839964445,53.279205098769935,-6.184436188220673,53.27896851634926,-6.184671218894936,53.27878742857047,-6.184859686888449,53.278647231580436,-6.184948377708926,53.27858005385605,-6.185030416717867,53.27852017805822,-6.185065893046057,53.278489509966654,-6.18511467299732,53.27844569840727,-6.188256545312707,53.27977464904193,-6.190411732250291,53.28069031063307,-6.191941648903515,53.28122481165756,-6.192629002762209,53.281608892994825,-6.193198841283772,53.28213755247807,-6.193420568334964,53.28236829335749,-6.1941367467103134,53.2836344474237,-6.194416122794815,53.28413828035662,-6.194622328952423,53.284563252482656,-6.194704367961364,53.28495025459055,-6.194755365183138,53.285173693543406,-6.1947110197729,53.285632254531635,-6.194551376296042,53.286077672052045,-6.194258696588468,53.28606452858423,-6.194043621348812,53.28606452858423,-6.193857370625811,53.28609811744642,-6.192941637904389,53.286473436471816,-6.19194830071505,53.286845834726584,-6.191748746368978,53.28693491823066,-6.191291988643522,53.28719340643103,-6.190910618115472,53.28742268692515,-6.190099097108111,53.288000999509016,-6.1907265846629835,53.288877230696706,-6.1908950972218895,53.28912111504395,-6.191779788156144,53.29036828410109,-6.190833013647556,53.29058296074208,-6.190553637563054,53.290639915769276,-6.190385125004148,53.29066912347553,-6.190223264256778,53.2906881084846,-6.190181136117052,53.29080639969494,-6.190134573436302,53.29088964165777,-6.190072489861968,53.29093345321715,-6.189979364500467,53.29097726477654,-6.1899616263363715,53.29098748747373,-6.189915063655621,53.29102399710655,-6.189711074768526,53.2912576587566,-6.189629035759584,53.2913379799488,-6.189553648562179,53.291427063452886,-6.189511520422452,53.29146941462695,-6.189400656896857,53.29154973581916,-6.189314183346892,53.29159646814917,-6.189229927067439,53.29168117049731,-6.189112411730307,53.291808224019526,-6.189065849049557,53.29186517904673,-6.189021503639319,53.291906069835484,-6.188917291925258,53.29199369295426,-6.188875163785532,53.292037504513644,-6.188817514752222,53.29211636532053,-6.188790907506079,53.29214411264147,-6.1887554311778885,53.29216747880648,-6.188615743135638,53.29226970577838,-6.188520400503625,53.29232227964964,-6.18844501330622,53.29235294774121,-6.188409536978029,53.29236755159434,-6.188345236133184,53.29240260084185,-6.188298673452434,53.29244495201591,-6.188289804370386,53.292469778566236,-6.188274283476803,53.292496065501865,-6.188136812705063,53.292517971281555,-6.188048121884587,53.292557401685,-6.188032600991003,53.29259245093251,-6.188032600991003,53.29260559440033,-6.187981603769229,53.29261873786814,-6.187961648334622,53.29262457940939,-6.1874206343297145,53.29277207832599,-6.1872920326400225,53.29280566718818,-6.186912879382485,53.29290789416008,-6.186824188562008,53.2929327207104,-6.186533726124947,53.293008660746665,-6.186034840259765,53.29314447658076,-6.185997146661063,53.29315469927794,-6.1859594530623605,53.29316784274576,-6.185928411275193,53.29317806544295,-6.185879631323931,53.2931955900667,-6.185515998959977,53.29331096050642,-6.185236622875475,53.29339712323987,-6.185183408383189,53.293411727093,-6.185147932054998,53.29342048940487,-6.184861904158961,53.29349642944114,-6.1848131242076985,53.29350081059708,-6.184731085198758,53.293497889826455,-6.184713347034663,53.293497889826455,-6.1846867397885195,53.29349642944114,-6.184382973728387,53.29348620674396,-6.184382973728387,53.29334454936861,-6.184385190998898,53.29318682775482,-6.184385190998898,53.2931722239017,-6.18438740826941,53.29307729885637,-6.18438740826941,53.2930466307648,-6.184389625539922,53.29289475069226,-6.184389625539922,53.29286116183007,-6.184389625539922,53.29284509759163,-6.184389625539922,53.29279398410568,-6.1843918428104345,53.292779380252554,-6.1843918428104345,53.29275455370223,-6.1843918428104345,53.29271804406941,-6.1843918428104345,53.29269613828972,-6.1843918428104345,53.29267423251003,-6.1843918428104345,53.29262457940939,-6.184394060080947,53.29259245093251,-6.184394060080947,53.29257492630876,-6.184394060080947,53.29252089205218,-6.184394060080947,53.29250774858437,-6.184396277351458,53.292450793557165,-6.184396277351458,53.29243618970404,-6.184396277351458,53.29242742739216,-6.184396277351458,53.29241720469497,-6.184396277351458,53.29238507621809,-6.18439849462197,53.29233104196152,-6.18439849462197,53.29231643810839,-6.18439849462197,53.2922156715218,-6.184400711892482,53.29213096917366,-6.184400711892482,53.29208423684365,-6.184402929162994,53.29203604412833,-6.184402929162994,53.29198639102769,-6.184402929162994,53.291938198312366,-6.184402929162994,53.29187686212923,-6.184409580974529,53.29083852817182,-6.18438740826941,53.29083560740119,-6.18435193194122,53.290832686630566,-6.184134639431052,53.29081808277744,-6.183974995954194,53.29080786008025,-6.183815352477335,53.29079909776837,-6.1837976143132405,53.29079763738306,-6.183726661656859,53.29079325622712,-6.183637970836382,53.290788875071186,-6.183618015401775,53.29078741468587,-6.183598059967168,53.29078595430056,-6.183516020958227,53.29078011275931,-6.183487196441572,53.290778652373994,-6.183465023736453,53.29077719198868,-6.183442851031334,53.29077573160337,-6.183349725669833,53.290769890062116,-6.18326546939038,53.290765508906176,-6.183134650430177,53.29075820697962,-6.183108043184034,53.290756746594305,-6.1829927451174145,53.29074944466774,-6.182930661543081,53.29074652389711,-6.182881881591818,53.29074360312649,-6.182846405263628,53.29074214274117,-6.182762148984175,53.29073630119992,-6.182722238114961,53.290733380429295,-6.182704499950865,53.29073192004398,-6.182655719999603,53.29072753888804,-6.182622460941924,53.29072607850273,-6.18256037736759,53.290720236961484,-6.182540421932983,53.29071877657617,-6.182511597416328,53.29071731619086,-6.18245616565353,53.29071293503492,-6.182414037513804,53.29071001426429,-6.182256611307458,53.29069833118179,-6.182163485945957,53.290692489640534,-6.182077012395992,53.290685187713976,-6.181844198992241,53.29066474231959,-6.181567040178251,53.2906428365399,-6.181183452379689,53.290618009989586,-6.180870817237509,53.29059610420989,-6.180567051177376,53.29057857958614,-6.180371931372328,53.29056543611832,-6.18035197593772,53.290689568869915,-6.180329803232601,53.29086627549276,-6.180296544174922,53.2910984767575,-6.180261067846732,53.291367187655055,-6.180252198764684,53.291431444608826",BLACKROCK-CARYSFORT,DUBLIN,Leinster,2AE196291CBE13A3E055000000000001,05009,267020
,,,Polygon,"-6.107665414016032,53.278169685583144,-6.108290684300393,53.278201814060026,-6.108658751205371,53.278179908280336,-6.108849436469396,53.27815654211533,-6.109033469921885,53.278125874023765,-6.109403754097375,53.278044092446244,-6.109592222090888,53.2780046620428,-6.110991319783908,53.27772426806274,-6.1110423170056825,53.27771550575086,-6.111308389467113,53.27764686764116,-6.111483553837554,53.2775942937699,-6.1118272307669015,53.27751543296301,-6.113554484495685,53.27722919744169,-6.1139025959660565,53.27723211821232,-6.114798373252871,53.277308058248586,-6.116448022513738,53.277427809844234,-6.1171863735942065,53.27740444367923,-6.1175699613927685,53.277433651385486,-6.117354886153112,53.277541719898636,-6.117148679995504,53.27767315457679,-6.116949125649431,53.27779582694307,-6.116787264902062,53.27793748431841,-6.116652011400834,53.27809812670282,-6.1165078888175595,53.278333248738186,-6.116348245340702,53.278638469268564,-6.116244033626642,53.278858987450796,-6.116150908265141,53.27898604097301,-6.116015654763914,53.27919779684337,-6.115940267566509,53.2793379938334,-6.115838273122961,53.279586259336575,-6.115827186770401,53.279672422070036,-6.11584935947552,53.28001999377448,-6.115829404040913,53.28009593381075,-6.115780624089651,53.28026679889235,-6.115731844138389,53.280332516231425,-6.115299476388564,53.28094733844812,-6.114822763228502,53.281586987215135,-6.114678640645228,53.28174908998486,-6.114532300791441,53.281902430442706,-6.114006807680116,53.282391659522496,-6.11306225044204,53.283250366086435,-6.112638751774263,53.283631526653075,-6.1121021723103794,53.28412951804474,-6.11166315274902,53.284526742849835,-6.110995754324932,53.28517223315809,-6.11074963729811,53.28540589480815,-6.110317269548285,53.285294905524374,-6.109383798662768,53.285048100406506,-6.109097770766731,53.285322652845316,-6.10887826098605,53.285541710642235,-6.108856088280931,53.28553148794505,-6.108813960141205,53.28550958216535,-6.108791787436086,53.28549935946817,-6.108714182968169,53.28545846867941,-6.108645447582299,53.28542634020253,-6.1086055367130845,53.285407355193456,-6.108578929466942,53.28539567211096,-6.108556756761823,53.28538837018439,-6.108541235868239,53.285385449413766,-6.10851906316312,53.285385449413766,-6.1084991077285125,53.28539129095502,-6.108443675965715,53.28540589480815,-6.108379375120869,53.2854234194319,-6.108354985145239,53.2854234194319,-6.108341681522167,53.28541757789065,-6.108335029710631,53.28540881557877,-6.108284032488857,53.285357702092824,-6.108275163406809,53.285348939780945,-6.108275163406809,53.28534017746907,-6.108284032488857,53.28533287554251,-6.1083106397349995,53.28531973207469,-6.108317291546536,53.28531096976281,-6.108312857005512,53.28530074706563,-6.108031263650498,53.28507730811276,-6.107913748313367,53.284994066149935,-6.107598895900674,53.2848085972152,-6.107372734308458,53.28467570215174,-6.107257436241839,53.28472243448175,-6.1072086562905765,53.28468154369299,-6.107146572716243,53.284706370243306,-6.107168745421363,53.28473557794956,-6.1071864835854575,53.28476770642644,-6.107210873561089,53.2848305029949,-6.107230828995696,53.28490644303116,-6.107233046266208,53.284953175361174,-6.107233046266208,53.28499260576462,-6.107230828995696,53.28504517963588,-6.107226394454672,53.28510797620433,-6.107215308102113,53.285186837011224,-6.107210873561089,53.285264237432806,-6.107215308102113,53.28531389053344,-6.10722417718416,53.285353320936885,-6.107239698077744,53.285402974037524,-6.107261870782863,53.28545116675284,-6.107297347111054,53.285497899082856,-6.107332823439244,53.285541710642235,-6.1073572134148755,53.285569457963184,-6.107383820661018,53.285591363742874,-6.107405993366138,53.285601586440066,-6.107428166071257,53.28560304682538,-6.10744368696484,53.285601586440066,-6.107452556046888,53.28559282412819,-6.1080977817658555,53.28540151365221,-6.108179820774796,53.28547599330316,-6.1081842553158205,53.28549059715629,-6.108177603504284,53.28550081985348,-6.1081620826107015,53.285506661394734,-6.107607764982722,53.28572571919165,-6.107543464137876,53.28575054574197,-6.107519074162245,53.28576076843916,-6.107492466916102,53.28576953075104,-6.107448121505864,53.28578705537479,-6.107423731530233,53.28577537229229,-6.107394907013577,53.285762228824474,-6.10727073986491,53.28576807036573,-6.1072086562905765,53.28576953075104,-6.107153224527779,53.285772451521666,-6.107106661847029,53.28577537229229,-6.107075620059861,53.285779753448224,-6.107057881895766,53.285784134604164,-6.107026840108599,53.285798738457295,-6.106984711968873,53.2858221046223,-6.106969191075289,53.285829406548864,-6.10694701837017,53.28583816886074,-6.106915976583004,53.28584255001668,-6.106896021148396,53.2858337877048,-6.106882717525325,53.28582794616355,-6.10685389300867,53.28583086693418,-6.106847241197134,53.28583816886074,-6.106833937574063,53.2858454707873,-6.106818416680479,53.28584985194324,-6.106798461245872,53.2858454707873,-6.106787374893313,53.28583086693418,-6.106778505811264,53.28581772346636,-6.106774071270241,53.28579727807198,-6.106769636729217,53.285779753448224,-6.106762984917681,53.28576368920979,-6.106754115835633,53.28575054574197,-6.106740812212562,53.285735941888845,-6.106723074048467,53.2857432438154,-6.1067208567779545,53.28575930805385,-6.1067208567779545,53.28577829306291,-6.1067208567779545,53.28579289691604,-6.106718639507442,53.28580604038386,-6.106714204966419,53.28581480269573,-6.106709770425395,53.285825025392924,-6.106687597720276,53.28583816886074,-6.106660990474133,53.28584985194324,-6.10664546958055,53.285852772713866,-6.106592255088263,53.285857153869806,-6.106541257866489,53.28586007464043,-6.106496912456251,53.28586299541106,-6.1064680879395965,53.28586299541106,-6.106410438906286,53.28586007464043,-6.10636831076656,53.28585569348449,-6.106328399897345,53.28585569348449,-6.106299575380691,53.285852772713866,-6.106268533593523,53.285846931172614,-6.106244143617892,53.285839629246055,-6.106224188183285,53.2858337877048,-6.106204232748678,53.285825025392924,-6.106186494584582,53.285816263081045,-6.106168756420487,53.28580457999855,-6.106146583715368,53.28579143653073,-6.1061288455512726,53.28577829306291,-6.106113324657689,53.28576660998041,-6.106095586493594,53.28575638728322,-6.106082282870522,53.28575200612728,-6.106062327435915,53.28575200612728,-6.106053458353868,53.2857651495951,-6.106031285648748,53.2857768326776,-6.106011330214141,53.28577099113635,-6.10598694023851,53.28576076843916,-6.105962550262879,53.28574762497134,-6.105927073934688,53.285727179576966,-6.105902683959057,53.285712575723835,-6.105878293983426,53.28569797187071,-6.105867207630866,53.28568336801758,-6.105853904007795,53.28566146223789,-6.105845034925747,53.28564393761413,-6.105838383114212,53.28562641299038,-6.105838383114212,53.28560450721069,-6.105845034925747,53.285582601430995,-6.105849469466771,53.285565076807245,-6.105858338548819,53.285546091798174,-6.105864990360354,53.28553002755974,-6.105862773089843,53.28551834447723,-6.105860555819331,53.28550958216535,-6.105840600384723,53.28549643869754,-6.105822862220628,53.28549643869754,-6.105813993138581,53.285506661394734,-6.105762995916806,53.28554463141286,-6.105747475023223,53.285550472954114,-6.105727519588616,53.28555193333943,-6.105707564154009,53.2855490125688,-6.105643263309163,53.28553148794505,-6.1055789624643175,53.28551104255067,-6.105525747972031,53.28548621600035,-6.105474750750257,53.28545846867941,-6.105459229856674,53.28545554790878,-6.105439274422066,53.285452627138156,-6.1054082326348995,53.2854467855969,-6.1053860599297805,53.28544094405565,-6.105372756306709,53.28543802328503,-6.105341714519541,53.28542926097315,-6.105319541814422,53.2854234194319,-6.10530402092084,53.28541903827596,-6.105288500027256,53.28541465712002,-6.105268544592649,53.28540881557877,-6.105253023699065,53.28540443442284,-6.1052375028054815,53.28540151365221,-6.105219764641387,53.28539567211096,-6.105202026477291,53.285389830569706,-6.105186505583708,53.285385449413766,-6.105168767419612,53.285379607872514,-6.1051532465260285,53.28537376633126,-6.105137725632446,53.28537084556064,-6.105122204738862,53.2853664644047,-6.10510890111579,53.28536062286345,-6.105093380222207,53.2853547813222,-6.10506233843504,53.28534309823969,-6.105049034811969,53.28533871708376,-6.105031296647874,53.285331415157195,-6.105017993024802,53.285322652845316,-6.1050069066722426,53.28531389053344,-6.104998037590194,53.28530220745094,-6.104986951237635,53.28529198475375,-6.104980299426099,53.28528030167124,-6.104973647614564,53.285268618588745,-6.104966995803028,53.2852525543503,-6.104964778532516,53.285240871267796,-6.104960343991492,53.285227727799985,-6.10495812672098,53.28521604471748,-6.104953692179956,53.285201440864356,-6.104949257638933,53.28518829739654,-6.104947040368421,53.28517515392872,-6.104944823097909,53.285156168919656,-6.104942605827397,53.28514448583715,-6.104942605827397,53.28513280275465,-6.104942605827397,53.28511673851621,-6.104942605827397,53.28510067427777,-6.104944823097909,53.28508753080995,-6.104953692179956,53.28507146657151,-6.10495812672098,53.28505978348901,-6.1049625612620035,53.285048100406506,-6.104966995803028,53.285034956938695,-6.104971430344052,53.2850247342415,-6.104975864885075,53.28500867000306,-6.104978082155587,53.284994066149935,-6.104980299426099,53.2849794622968,-6.1049847339671235,53.284963398058366,-6.104982516696611,53.284948794205235,-6.104982516696611,53.28492980919617,-6.104980299426099,53.28491958649898,-6.104978082155587,53.28490936380179,-6.104971430344052,53.284890378792724,-6.104966995803028,53.284877235324906,-6.104960343991492,53.28486555224241,-6.104951474909444,53.284855329545216,-6.1049403885568845,53.284845106848024,-6.104931519474837,53.28483488415083,-6.10491156404023,53.284818819912395,-6.104887174064599,53.284796914132706,-6.104862784088968,53.28477938950895,-6.1048339595723125,53.28475310257332,-6.10479626597361,53.284719513711124,-6.104763006915931,53.284688845619556,-6.104723096046717,53.28465379637205,-6.104683185177502,53.284621667895166,-6.104638839767264,53.284585158262345,-6.104592277086514,53.28455010901484,-6.104574538922418,53.284539886317646,-6.104554583487811,53.284526742849835,-6.104534628053204,53.28451652015264,-6.1045168898891085,53.28451067861139,-6.104492499913477,53.284503376684825,-6.104465892667334,53.284496074758266,-6.104450371773751,53.28449315398764,-6.104428199068632,53.2844887728317,-6.104399374551977,53.284481470905135,-6.104357246412251,53.28447416897857,-6.104315118272524,53.284466867052004,-6.10426412105075,53.28445810474013,-6.104217558369999,53.28444934242825,-6.104186516582833,53.284444961272314,-6.104153257525154,53.284440580116375,-6.1041155639264515,53.28443473857512,-6.104069001245701,53.28443035741918,-6.104024655835463,53.28442451587794,-6.1040091349418795,53.28442451587794,-6.103971441343177,53.284423055492624,-6.1039248786624265,53.284420134722,-6.103858360547069,53.28441721395137,-6.103787407890687,53.284414293180745,-6.103727541586866,53.28441137241012,-6.103576767192055,53.28440114971293,-6.1034548173139,53.284392387401056,-6.10339716828059,53.28438946663043,-6.1033727783049585,53.2843865458598,-6.103348388329328,53.28438362508918,-6.10332843289472,53.28438070431855,-6.1033106947306255,53.28437924393324,-6.103279652943458,53.2843748627773,-6.103239742074244,53.284369021236046,-6.103215352098613,53.284364640080106,-6.103197613934517,53.28436171930949,-6.103179875770422,53.28435733815355,-6.103151051253767,53.28435003622698,-6.103108923114041,53.28433835314448,-6.103088967679433,53.28433105121791,-6.103075664056362,53.284325209676666,-6.103062360433291,53.2843179077501,-6.103046839539707,53.28430914543822,-6.1030357531871475,53.28430330389697,-6.103011363211516,53.28429016042916,-6.10298032142435,53.2842726358054,-6.102940410555135,53.2842492696404,-6.102904934226944,53.28423174501664,-6.102891630603873,53.28422006193414,-6.102880544251313,53.28421276000758,-6.102871675169266,53.28420545808101,-6.102851719734658,53.284189393842574,-6.102833981570563,53.28417478998944,-6.102816243406467,53.28416018613632,-6.102798505242372,53.284148503053814,-6.1027807670782765,53.28413828035662,-6.102763028914182,53.28412951804474,-6.102754159832134,53.284122216118185,-6.102740856209063,53.28411491419162,-6.102725335315479,53.28410615187974,-6.102707597151384,53.28409592918255,-6.102685424446264,53.28408278571474,-6.102667686282169,53.28407402340286,-6.1026543826590975,53.28406526109098,-6.102641079036026,53.28405649877911,-6.102621123601419,53.28404189492598,-6.102601168166812,53.284027291072846,-6.102572343650157,53.28400830606378,-6.102550170945038,53.28399078144003,-6.102521346428382,53.28397033604565,-6.1025058255347995,53.28395865296314,-6.102488087370704,53.28394550949533,-6.102470349206609,53.2839309056422,-6.102450393772001,53.28391630178908,-6.102432655607906,53.283901697935946,-6.102417134714322,53.28389001485345,-6.102408265632275,53.28387687138563,-6.102401613820739,53.28386810907375,-6.102397179279715,53.28385788637656,-6.102390527468179,53.28384474290875,-6.102386092927156,53.28383159944093,-6.102381658386132,53.283821376743745,-6.10237944111562,53.28381115404655,-6.1023772238451075,53.28379655019342,-6.1023772238451075,53.28378632749624,-6.1023772238451075,53.283776104799045,-6.1023772238451075,53.28376442171654,-6.102375006574596,53.2837483574781,-6.1023772238451075,53.283730832854346,-6.1023772238451075,53.283722070542474,-6.102381658386132,53.283708927074656,-6.102390527468179,53.283694323221525,-6.102394962009203,53.28368410052434,-6.102403831091251,53.28367095705652,-6.10241491744381,53.283657813588704,-6.102428221066882,53.28364174935027,-6.102450393772001,53.28361984357058,-6.102477001018144,53.283590635864314,-6.102503608264287,53.28356288854337,-6.102516911887359,53.28354536391962,-6.1025279982399185,53.28352929968118,-6.102534650051454,53.28351907698399,-6.10254130186299,53.28350301274555,-6.102550170945038,53.28348694850711,-6.102550170945038,53.28347234465398,-6.1025479536745255,53.28345774080085,-6.10254130186299,53.28344605771835,-6.10253021551043,53.28343729540647,-6.10251912915787,53.28342707270928,-6.1025058255347995,53.283419770782714,-6.102490304641216,53.28341392924147,-6.102474783747632,53.28340954808553,-6.102459262854048,53.28340516692959,-6.102437090148929,53.283397865003025,-6.102375006574596,53.28337887999396,-6.102319574811798,53.28336281575552,-6.102288533024631,53.283352593058325,-6.102273012131048,53.28334821190239,-6.102239753073369,53.28334090997583,-6.102197624933643,53.28333214766395,-6.102128889547773,53.28331608342551,-6.102064588702928,53.28330001918707,-6.1020180260221775,53.283289796489875,-6.1019758978824505,53.283281034178,-6.101935987013237,53.28327519263675,-6.101898293414534,53.283267890710185,-6.101867251627366,53.28326204916893,-6.1018472961927595,53.28325766801299,-6.101831775299176,53.28325474724237,-6.101818471676104,53.28324890570112,-6.101800733512009,53.28324014338924,-6.1017430844786995,53.283209475297674,-6.101683218174878,53.28317734682079,-6.101665480010782,53.2831671241236,-6.101649959117199,53.283155441041096,-6.101632220953103,53.2831437579586,-6.101623351871056,53.28313499564672,-6.101614482789008,53.283127693720154,-6.10160561370696,53.283118931408275,-6.101598961895425,53.2831101690964,-6.1015945273544006,53.28309994639921,-6.101590092813377,53.283088263316706,-6.101583441001841,53.28307219907827,-6.101579006460818,53.28305467445451,-6.101567920108258,53.28301086289513,-6.1015523992146745,53.28293638324418,-6.101545747403138,53.28291009630855,-6.101541312862115,53.282894032070104,-6.101541312862115,53.28288088860229,-6.101541312862115,53.282854601666656,-6.101541312862115,53.28280786933665,-6.101539095591603,53.28275383508007,-6.101534661050579,53.28273631045632,-6.101528009239043,53.28272608775913,-6.101516922886484,53.282718785832564,-6.101503619263412,53.28271002352069,-6.101483663828805,53.28270418197944,-6.101459273853174,53.28270418197944,-6.101432666607031,53.28270272159413,-6.101403842090376,53.282701261208814,-6.101386103926281,53.2826998008235,-6.101370583032697,53.2826998008235,-6.101348410327578,53.28270272159413,-6.101328454892971,53.28270418197944,-6.101301847646828,53.28270710275007,-6.101279674941709,53.28271002352069,-6.101261936777613,53.28271002352069,-6.101237546801982,53.28271294429131,-6.101219808637887,53.28271294429131,-6.101197635932768,53.28271002352069,-6.101179897768672,53.28270856313538,-6.1011510732520176,53.28270418197944,-6.101133335087922,53.282701261208814,-6.101117814194339,53.2826998008235,-6.101104510571267,53.28269541966756,-6.101100076030243,53.28268373658506,-6.101102293300755,53.28267205350256,-6.1015523992146745,53.28241210491687,-6.102000287858082,53.28223685867934,-6.1023350957053815,53.28210104284525,-6.102339530246406,53.282036785891485,-6.102840633382098,53.28183087156238,-6.102814026135956,53.28179728270018,-6.103128878548648,53.281613274150764,-6.103625547143317,53.281286147840696,-6.103594505356151,53.28123211358412,-6.103984744966248,53.28096048191594,-6.10469205425955,53.28050922285428,-6.104873870441527,53.28040553549707,-6.104966995803028,53.280363184322994,-6.10511998746835,53.28030476891048,-6.105210895559339,53.28028724428673,-6.105610004251484,53.28024489311266,-6.107077837330373,53.280152888837954,-6.106902672959932,53.2794519038878,-6.106953670181706,53.27887359130393,-6.10709779276498,53.278121492867825,-6.107665414016032,53.278169685583144",DALKEY-BULLOCK,DUBLIN,Leinster,2AE196291D2013A3E055000000000001,05033,267063
